train_no,current_delay,station_index,next_delay
12052,73,3,67.51126009203121
12791,16,8,33.45404916877387
12921,83,2,72.35155006463447
12216,87,8,88.93266161130273
12763,68,13,84.16327200617273
12187,33,13,63.84661668309013
12379,5,1,7.819472152270095
12492,52,6,55.84760965727813
12040,65,19,98.37218162977287
12156,76,16,100.57573940712255
12014,106,8,108.9401331543044
12812,42,1,32.816855721058865
12064,111,16,139.09271242256145
12856,74,9,85.64909064355022
12838,114,13,139.46869186734122
12520,110,11,125.7016081027044
12343,22,13,48.55659862380521
12128,54,10,66.42397835691516
12647,79,4,73.62327218071542
12471,94,6,95.51134507755778
12062,74,7,74.97853702897085
12138,117,5,118.55095190365377
12498,15,11,43.66326248848565
12592,7,13,30.995438669414348
12391,3,19,45.422454861955984
12674,103,10,109.25385464891572
12418,3,10,21.187665808963246
12288,55,11,67.42518007717278
12378,24,7,24.93433482464745
12772,66,18,95.21733325040695
12489,95,4,94.14225868798876
12230,66,2,68.72930499380819
12040,26,14,55.37719126334645
12027,92,13,112.84476449519498
12134,31,12,47.02981888441062
12200,49,7,60.39748653035346
12839,60,2,65.91296982740796
12779,50,13,72.8993392535454
12929,18,14,53.34296806532499
12032,20,17,62.094830555599316
12047,4,9,20.257658648541774
12502,81,17,103.41530127459714
12406,91,8,94.09268917290525
12573,41,2,33.3193208994839
12727,60,13,77.40798550292239
12804,21,3,30.938327248781235
12098,20,16,38.9798121237438
12683,69,6,68.91273299643126
12871,0,19,37.364342791740015
12725,4,7,13.2140739968915
12986,104,10,110.96357027879891
12546,11,9,25.338351627888482
12960,89,2,82.81229889969127
12738,45,15,66.85272651945131
12612,33,5,35.64393393072226
12942,48,4,55.87154872960616
12461,77,4,82.54827088930172
12642,89,18,109.19728327376296
12768,44,4,33.80201300363558
12004,26,17,62.71687424785466
12217,72,12,82.65599790723931
12502,25,17,57.5637241922987
12766,46,10,53.57164063485891
12397,85,1,84.98877492629836
12870,110,18,147.71833947650765
12794,55,18,86.41403454602668
12392,93,14,111.22948675770242
12206,106,15,123.78930212404968
12014,62,12,83.70899655656457
12857,47,4,53.13843375467293
12553,60,3,65.01749226776433
12891,80,12,92.86041738700959
12460,25,7,38.200588532023225
12690,35,11,50.78765966646902
12574,0,1,0.0
12863,7,6,18.094922894982684
12742,112,15,126.1874363481146
12240,98,15,124.06863498871294
12563,51,19,79.5903981099209
12095,78,11,94.0177297034368
12899,46,2,42.38288850620139
12733,55,14,78.88531375218756
12484,85,2,77.88001713272322
12406,13,4,13.413943625712315
12230,89,17,116.51886370475924
12748,27,3,29.12292189043389
12654,86,13,104.8299247036123
12170,77,9,85.15578532184782
12540,87,7,85.66031743115774
12035,1,15,36.31589298528128
12524,108,11,122.88378877720544
12159,25,2,23.66519512223378
12838,13,15,42.04889606749399
12698,58,14,85.41009741581469
12242,55,11,69.21480832068802
12085,114,3,107.09057747404725
12795,6,17,40.61816250003687
12577,2,12,23.50454468222707
12681,110,15,133.2854599849351
12556,22,16,50.95549609846281
12573,109,5,104.17982062503013
12952,106,6,110.44319414936997
12645,110,19,131.28934675284327
12795,108,5,117.27439280562108
12027,17,3,29.212481817901015
12619,37,1,37.86747738460508
12555,98,6,102.34665510909952
12339,114,15,134.5122070890965
12797,14,2,14.154526070405467
12957,63,3,64.18654822840422
12330,88,17,108.58433694771077
12639,118,12,132.7190920922009
12505,100,18,130.33923471515646
12347,27,15,52.409569495083325
12472,73,12,86.7244910292264
12230,38,16,60.13761487676045
12189,56,8,73.68977616782846
12224,16,14,39.821679830788945
12384,102,17,124.80630481991687
12376,85,8,94.00077792497862
12282,89,15,111.51103821444968
12957,43,14,70.43280047840535
12632,24,18,55.70335040080836
12627,16,7,22.706660307645432
12972,12,3,10.23167345513842
12744,83,12,95.80372383578577
12258,24,3,22.840747626626882
12358,67,14,86.78191647346122
12709,9,15,44.63789405379991
12455,66,14,85.51360897058156
12410,104,7,105.71174569332723
12648,108,17,131.11800611872104
12317,17,12,37.271875043939666
12676,110,4,106.66304382140903
12224,99,9,109.80434611240675
12818,110,6,115.42375527381657
12233,85,16,113.51606599869513
12683,33,2,43.9842611036551
12663,110,8,117.8467972308622
12974,7,11,39.47239450674655
12826,39,13,57.21759095970179
12373,112,17,145.25642451212295
12671,107,8,110.39811972890205
12607,82,18,108.38990534618482
12471,41,18,72.30063726288564
12232,40,14,62.906896444206346
12691,100,15,120.42920198363251
12112,5,6,13.599859987557803
12829,51,11,72.04981086535686
12496,25,13,45.7358248268941
12441,63,1,61.97805199126446
12563,97,6,106.93861809761881
12267,58,9,68.4144881509613
12509,55,8,69.47191708989588
12806,58,11,76.99579644451593
12385,108,19,146.46443441109875
12386,69,9,77.57584717577524
12112,100,17,127.97535808402893
12612,32,12,44.66994454111723
12624,52,14,72.32070794631595
12951,21,15,50.66696418798455
12080,20,16,56.965799845448906
12698,69,1,57.97033317507898
12112,69,10,86.03045320370555
12001,118,8,121.88388271758521
12641,111,18,128.29236173303843
12219,3,1,5.60793422974395
12565,93,2,96.24580616489106
12854,74,1,62.997886700441924
12996,61,1,56.35031142314908
12735,61,9,67.96680507680217
12224,93,13,107.35708534044993
12384,94,1,93.76085071762317
12402,23,13,45.34237762254309
12637,54,7,69.60782868757664
12129,8,2,16.74527023965793
12052,118,6,116.38631043257776
12683,2,7,13.287002696968838
12729,114,14,126.12000596592752
12671,30,18,58.34559402903298
12709,39,15,66.8660369725392
12415,100,2,93.90107342392517
12246,35,10,48.38197282535397
12835,23,12,36.956185389383606
12438,94,17,119.13089383911107
12202,5,8,18.152239104693333
12183,65,11,79.52351152208954
12122,83,3,82.22330914349041
12400,91,6,81.39098569306068
12766,74,9,76.93362698145438
12293,3,6,26.18221538402594
12279,78,9,85.66694746650191
12836,5,7,5.912834488012354
12883,117,9,116.05029910241873
12609,112,18,149.2223368432072
12197,93,12,104.18501269865081
12981,119,8,128.8950762244858
12906,101,8,107.50558999168604
12510,50,18,78.57516481250515
12751,61,15,88.77722735381548
12143,56,7,52.478216623218565
12608,65,11,73.29433690071698
12200,78,16,99.7382449393022
12123,74,4,67.88547800865197
12186,7,6,15.396111057480143
12325,25,3,32.76856522841414
12463,50,9,63.6606836066799
12348,44,10,66.25308517754794
12770,43,14,67.67687642175872
12659,4,11,30.562304157472635
12763,69,18,97.7796484993575
12954,25,12,43.54862258320109
12931,117,12,136.70284027770944
12402,67,13,82.75324856031968
12345,18,13,43.9192241156215
12962,83,19,116.54448681612237
12510,96,19,128.6074635223543
12146,19,14,39.2727866488999
12147,112,4,114.05975202914132
12863,11,13,31.005223769463647
12710,46,8,61.45351827674997
12819,0,19,40.675867355245494
12488,89,12,108.1931533088995
12928,13,18,41.674982394504866
12935,63,6,71.63964871367196
12639,37,18,74.72796838204087
12550,36,19,71.36697891580872
12337,10,5,14.906916601977116
12871,99,9,111.69873807163997
12640,76,3,74.96959814050385
12778,106,10,107.02777868086153
12987,2,19,35.3190526884167
12952,32,3,32.16852734386513
12472,5,15,42.02909143819828
12945,49,1,52.75091543153107
12150,119,7,127.73484265528339
12414,9,12,33.261801388419336
12989,4,17,42.167973958896
12297,22,5,24.096102956570547
12610,9,4,16.134015491963858
12262,43,12,64.95816350824799
12763,1,18,31.525504713454396
12143,12,17,45.849560448209346
12345,39,19,81.53319592902172
12623,1,9,21.693848922803134
12571,83,4,87.28772603332061
12880,64,2,49.33796538283869
12001,62,4,71.58984424576462
12896,100,2,93.06938826123915
12303,72,15,90.95656842964979
12253,16,2,17.52681074095035
12651,8,4,7.774889208595511
12452,74,6,83.83971030876071
12036,14,7,24.923021386131037
12159,23,10,37.006845939869656
12008,37,19,70.45972467155819
12232,118,19,149.7900782728807
12098,34,12,55.2572920039061
12658,93,3,82.65153115233267
12815,94,13,112.92490414870542
12207,48,18,74.55510022838688
12130,68,8,66.41949484312592
12403,61,15,92.38003606358589
12151,59,1,57.38614937413845
12053,107,3,101.90864668098293
12119,49,8,58.37195242651651
12672,77,4,84.28539750366657
12919,116,16,151.83577575099204
12627,119,10,129.3439025928326
12586,74,12,85.45182658836063
12624,8,14,34.427672405660125
12967,33,14,59.85286336047025
12419,75,2,59.75235846504067
12421,98,5,99.8724960088906
12103,34,5,42.78212564746539
12851,0,6,18.631710989936103
12253,39,13,67.21061651186527
12226,63,9,75.25586080144768
12111,21,15,56.4731845329018
12509,59,14,91.27839159519377
12472,63,7,70.8397572762223
12098,92,2,88.89093539233875
12152,71,7,69.06351323444713
12860,10,6,13.74513368779456
12913,104,17,123.40901842995241
12895,100,2,91.78190847741473
12877,13,3,12.219384876309661
12337,59,5,62.92002294011379
12705,29,5,34.03145416162691
12821,34,1,37.95447615669808
12162,84,8,89.22613177258147
12719,36,12,44.96641025892252
12956,4,4,12.228755862677101
12680,82,13,99.7290098779433
12995,77,15,94.98975059297753
12160,25,11,44.974999417485186
12579,61,10,69.52367705886833
12800,3,3,10.349199768116712
12397,88,14,120.36462218464926
12276,108,16,120.17197263546616
12815,41,10,54.318789564954194
12915,88,10,95.81747439275432
12503,17,12,37.13370058256228
12895,39,9,58.199622897984874
12391,71,1,68.61413279659513
12134,38,5,48.44383251303212
12194,103,8,108.85247752376799
12400,13,11,27.089503400275714
12639,31,12,46.326573193700106
12032,50,1,50.73129853733296
12687,37,11,56.15415949206649
12459,96,5,102.7010370303942
12954,22,15,51.266310516233986
12882,62,5,59.884925033339385
12469,14,12,33.990490929084224
12374,96,5,99.22407074841466
12021,24,17,59.15166248119313
12749,16,17,52.67554316077344
12669,96,12,105.15737943397404
12037,110,15,122.99484916961538
12229,118,15,135.25098740126288
12364,65,6,77.70036758266727
12562,77,12,89.8306583959599
12437,52,18,85.07485945300488
12775,103,14,122.97530569469482
12282,103,2,100.50386374835307
12026,50,9,71.32220126974104
12225,38,5,52.00953212383053
12276,50,1,44.026970830802476
12797,69,3,57.610522793456624
12608,5,6,13.107353323176287
12283,66,5,69.77836147023618
12878,6,5,13.591773611571714
12959,50,1,56.83949471464068
12480,71,17,97.99390152158225
12452,41,19,78.16855940128097
12828,63,14,85.78607154823672
12815,115,12,125.76683408254588
12658,14,10,22.97594161018667
12515,110,18,134.60691180729256
12546,28,11,63.47323646577064
12191,32,2,26.57770800081083
12048,115,18,130.42563477812888
12511,93,7,107.38194651284455
12016,102,15,125.51041484934667
12171,26,11,46.33709940261719
12219,35,18,74.31336931183529
12157,28,12,45.04249028521952
12476,37,6,44.767026195426745
12045,56,13,81.17577058450412
12372,96,16,128.95177183910198
12517,100,18,120.15727842671696
12098,26,10,49.80367229280198
12891,54,8,66.50919530420491
12744,32,18,65.61530533714708
12036,67,1,62.26135388872631
12279,85,8,85.57676689652698
12348,65,6,75.31544499106516
12496,9,5,14.188654898368362
12301,4,15,28.201546487488265
12180,73,15,100.1272947945017
12606,96,2,94.34567012573339
12098,117,1,107.69500041805532
12699,37,11,60.69771810405821
12992,12,10,37.92968290739557
12115,30,18,69.5411203891277
12190,46,18,74.75860513299011
12252,99,17,128.17052465639858
12980,108,8,114.25820488754324
12927,87,15,116.92953885176186
12982,51,8,61.28135831866413
12160,55,17,81.71764181315835
12255,14,12,33.53101561578562
12322,28,8,42.14643947117778
12127,7,14,36.63362733796052
12017,4,4,14.029811414636356
12792,28,1,28.94586270155928
12734,46,1,46.75518506339903
12565,67,19,97.18729082042802
12569,75,16,95.13742342204064
12322,44,14,62.80086001543175
12871,1,16,37.775255476517344
12685,26,5,35.75161155264146
12791,94,9,93.32081114524838
12625,114,2,112.08376713399971
12287,114,18,148.00217573201328
12942,35,6,39.92041574620734
12853,35,9,51.1808002313802
12662,25,1,22.132709531838202
12961,42,9,58.941534627355836
12638,26,16,49.56995555462388
12154,68,13,86.8427717145061
12489,19,9,40.00657063999391
12385,10,13,41.1785586964942
12985,73,9,85.83247909459844
12784,103,11,113.00477348395131
12103,37,4,33.33699457828196
12928,5,2,4.712251443803591
12392,71,6,73.5536329762261
12810,22,14,44.31133108349193
12245,46,4,49.69776484156807
12175,89,6,90.39056131914359
12038,45,19,79.36060686167721
12476,106,6,113.41313650523833
12681,11,2,11.867688893853192
12758,89,18,109.18566511372889
12537,12,13,33.29146200937562
12866,103,9,113.61794234986637
12817,61,19,96.28971892476338
12920,81,13,100.93042598508117
12407,88,11,107.70368652944008
12524,96,1,87.46818465061507
12827,110,7,123.26083074004661
12505,103,15,126.79093568052954
12902,59,1,42.48256264896062
12824,42,12,70.80329314981783
12035,75,7,77.66506694932139
12684,107,15,121.12949405271534
12019,99,19,129.7188555491645
12320,111,1,93.20909763831729
12775,67,17,90.82265384339195
12511,4,17,45.38549270312104
12399,119,3,115.88108789498752
12653,36,12,60.4611989046961
12971,71,6,72.61544699751263
12882,105,11,108.80815000515949
12470,112,3,110.33408714656866
12142,91,8,102.55128078120975
12091,30,14,59.424966930405546
12353,8,14,36.24534615058933
12833,117,10,120.46465878263965
12799,50,2,61.18884794029865
12726,28,14,55.59893721492088
12958,77,9,86.43056679205415
12853,39,3,40.252753812583165
12050,40,8,52.74798739036777
12664,85,16,113.84804131078991
12697,10,2,13.948140616527263
12574,22,6,36.09256576723749
12189,0,12,24.756988439466035
12124,45,5,49.93823054264809
12149,100,2,97.20625196664194
12313,20,16,53.016430168368984
12569,89,5,89.25182940452423
12341,109,15,124.35396521142873
12304,35,12,57.20864457370217
12691,53,4,56.09174334481297
12681,86,15,104.62564143614622
12837,56,11,68.18799758731602
12782,0,16,34.05237921947228
12053,62,6,70.55047528513849
12443,53,14,73.8998394267257
12612,54,18,81.70031482043537
12992,114,12,122.44872405481405
12263,39,11,59.011274695724595
12052,14,13,34.58011463179632
12571,20,11,51.20567284510365
12619,46,16,71.34859282014502
12004,72,15,82.67392861063699
12102,52,15,76.64914166685433
12195,8,4,14.834832600905987
12773,73,11,93.25859283762094
12876,51,19,85.34063118363852
12991,56,15,76.23082408280099
12883,116,4,110.96804063251612
12349,25,13,50.13709885825494
12046,40,19,63.17642874844795
12866,34,2,41.293108671952254
12822,62,14,79.64415057097669
12935,115,4,118.58521910473809
12819,24,16,55.562325705632944
12655,89,14,111.24797068196987
12268,74,15,102.34711718000636
12369,37,3,42.1656602634625
12635,1,8,20.264431081587254
12105,6,16,36.57791779769309
12669,81,10,94.76084340736048
12658,90,4,86.06251092514128
12656,33,18,63.982944502060164
12119,90,2,94.82347523984454
12830,16,17,44.35903207474789
12786,42,13,64.57158563318141
12603,58,4,60.76734518357738
12057,107,11,116.746227641096
12950,50,7,61.57200468285219
12345,53,12,74.64861046370692
12740,23,10,36.07090408426211
12473,24,7,36.10678355773276
12116,70,13,83.58816330613821
12829,51,7,63.842743091586506
12790,69,17,96.98243655181312
12126,116,10,124.81164943358544
12392,87,10,101.59515674436201
12907,32,4,35.42244854765799
12640,48,4,55.77010979609103
12057,28,7,34.457775636219324
12633,62,1,64.85938259447263
12512,106,12,116.64544408722574
12750,21,13,36.41910466152207
12801,25,10,40.85732545768634
12095,27,15,52.09015901372895
12637,113,13,126.01963006924981
12117,84,9,94.75824007741993
12559,48,9,66.68921180444137
12600,70,15,92.04147043051432
12487,80,10,88.54191215090549
12236,83,10,89.06726593858102
12884,104,8,107.25908604345479
12896,48,16,65.76087580374823
12271,19,17,47.4743345324182
12188,117,5,121.52026947931093
12998,85,4,80.38320397710788
12703,91,18,121.04357930400153
12446,62,19,87.66758955095756
12580,60,4,70.85547949655277
12789,103,7,115.88803366532355
12860,48,10,66.15510778279939
12246,70,18,108.9562630082176
12962,0,19,39.77896487463831
12075,95,4,97.34258557074779
12153,12,10,37.109669383657675
12655,93,1,86.59859226549224
12434,86,18,105.6381126920747
12996,50,5,58.94481677617199
12085,55,15,77.14070202783269
12696,82,17,105.81235089522269
12284,61,3,62.38947458239345
12973,31,12,54.73140439858686
12219,29,2,30.85067317003109
12068,28,1,30.378647680786543
12046,48,17,73.66571432969901
12093,44,16,71.38648102638358
12749,92,5,97.04542725225436
12957,29,15,64.96395588218358
12452,15,3,30.132177944866044
12203,39,7,51.26488341363866
12911,18,11,42.40004913372804
12217,17,10,45.207895824075955
12473,0,9,14.645819816332526
12431,77,14,100.44849926356291
12340,114,13,132.44171474743075
12550,46,2,52.639307180383724
12611,113,3,102.0142930973189
12288,65,7,67.80297108099741
12253,117,18,141.40691105552355
12733,91,3,89.78863831160818
12356,112,10,126.41431976866903
12022,113,7,118.28771887906136
12761,93,9,100.94293384944858
12521,37,17,69.38230722378071
12757,50,11,68.50522238137226
12836,62,7,78.52508214993895
12099,3,14,31.528294717842662
12801,0,19,36.08458293223718
12179,7,4,16.54804515035915
12222,28,6,38.19242659669266
12905,54,10,60.745033221626635
12761,102,7,105.72173969188916
12658,2,13,27.296308772969976
12441,31,14,53.180640671103426
12607,9,4,21.277916438114865
12768,73,8,77.77160201694002
12324,82,5,86.07809309762268
12515,109,1,99.36071500078135
12015,33,4,38.238475028233914
12791,96,3,94.45893145522935
12335,86,9,88.862128080545
12758,54,8,65.5583044586739
12257,91,1,95.34473744856604
12496,31,6,32.116183270606385
12987,49,9,61.81196018142248
12895,6,7,25.016196624119097
12159,92,4,92.30809623976798
12474,7,13,35.739834760580166
12851,64,17,79.72166994453691
12663,56,2,57.391246873149754
12907,118,5,112.39155896883202
12689,66,12,84.94938642291574
12674,87,8,94.15282634545254
12379,86,6,100.79166514580817
12544,58,8,70.93347661882937
12928,71,18,99.33688085368608
12956,53,3,46.15153620373223
12690,110,12,123.60573450924949
12426,100,3,100.11614439173411
12612,66,6,70.99724054090389
12267,50,2,46.47171820031279
12834,96,12,107.53706668076842
12576,91,2,88.57570717727661
12416,110,6,114.79693969654579
12167,7,17,47.10605057660559
12841,33,3,30.72500053394821
12042,34,2,37.229887792088086
12555,95,8,100.89148022791066
12284,87,12,101.8388289768336
12396,77,4,79.30912927017
12011,31,5,39.93828126812474
12606,119,13,135.7438405289579
12301,45,15,65.21264403902094
12897,106,16,123.65094296416771
12252,15,10,40.92934137758842
12498,67,16,91.19713766259581
12753,115,12,129.03007199008948
12034,36,17,71.67333156021593
12726,53,16,82.01721536180409
12848,84,12,102.33261315486021
12089,13,8,32.17288839621879
12775,94,3,80.016681195515
12604,54,16,78.15024922419732
12921,47,13,70.64302898249797
12969,81,19,117.8382215352883
12601,6,8,21.730477798278862
12417,73,5,71.47641769121952
12114,6,8,17.309569751947485
12616,32,12,57.21930601726537
12902,22,1,20.711132088040568
12195,84,6,87.56399977104833
12825,18,18,55.275150968861595
12500,111,8,101.39238158653211
12625,18,7,40.20183755754041
12492,35,1,29.844630824744694
12074,28,16,58.409681847367864
12412,59,12,68.57651493251863
12375,81,6,82.78729444797482
12419,1,2,11.123440231825484
12728,0,14,18.419164101670606
12276,46,4,55.0310004359457
12760,68,1,61.83151951883808
12675,19,18,55.53582220110096
12393,10,13,38.28762206742555
12868,105,2,100.70710749745463
12456,1,9,14.575246741845866
12919,66,2,61.57725426732488
12191,86,9,88.09221911374593
12738,118,1,110.6589816579404
12688,11,11,40.41027577007963
12098,19,3,13.977795566617688
12547,4,4,7.791770469309823
12977,36,18,67.49112362058534
12998,37,6,46.16670711856778
12095,93,3,94.09588150717214
12663,8,11,28.439000098211665
12662,97,15,115.72020636777175
12189,52,5,62.31565353034871
12735,43,10,62.009977835316526
12036,98,12,114.8948898785055
12779,115,15,134.06257855794058
12368,85,17,115.4157610545993
12694,107,10,113.01845304384867
12524,23,6,28.73652858906961
12278,80,18,111.73050493434663
12216,73,13,83.57482015376546
12866,29,3,32.56089754818244
12872,119,10,125.51720823868745
12797,58,14,73.17122634673522
12272,109,6,105.44366210141868
12880,86,3,82.85511953852325
12061,95,16,122.66981628249512
12595,80,7,82.73521004371095
12879,113,14,135.76690699952496
12728,114,9,120.9158961377826
12341,80,15,108.55192351084986
12396,13,3,14.67754195609976
12698,8,2,10.955952059473157
12018,39,2,40.94241801668498
12176,65,3,63.60244768629244
12611,108,18,137.96512073572617
12395,24,14,38.56218137354867
12444,102,18,139.9120276939497
12232,72,10,89.0888730349758
12914,117,2,108.43234085482491
12075,21,1,18.13839163211328
12264,106,4,99.06789694275723
12454,109,14,129.3280773708487
12795,3,1,9.67490834396177
12717,25,14,49.687369359350505
12734,57,16,88.83495206489252
12383,28,14,48.66369976619439
12563,108,3,97.78094575006583
12850,97,3,102.36670602622775
12505,86,9,98.35554306769272
12366,36,6,51.38424100906664
12143,74,13,88.33030145806154
12884,69,2,61.48237304115634
12068,17,8,29.50695340271229
12098,84,2,75.47970579230496
12395,41,4,48.42682605114226
12024,99,15,115.34436971536778
12947,40,4,38.14165070966355
12890,37,13,60.010077061276164
12468,33,12,47.25006912087394
12483,16,13,31.40268034262305
12564,36,14,61.06628616930639
12150,24,18,48.85389978494895
12143,101,6,106.77639698147712
12568,75,11,82.52333136873602
12038,86,2,70.19663106790127
12108,116,19,140.93101674929602
12692,105,19,133.22297251648243
12041,85,5,88.9573753184097
12185,84,19,114.46007849507927
12934,26,2,22.10343689441129
12397,56,10,73.96530590463303
12222,30,2,35.80069253239873
12633,5,11,20.471189357722306
12132,90,18,116.09496930670193
12162,39,15,63.727799864454894
12214,97,9,106.40190791394016
12732,11,19,46.87538104112945
12234,108,9,114.86061113963513
12842,52,3,56.00907765120846
12657,70,9,75.43073450199434
12750,9,14,39.786865676304124
12587,44,19,83.30566365765625
12008,16,7,36.57067496744434
12073,25,16,43.78316337931321
12953,84,16,106.68549171442392
12491,91,1,74.07449712823205
12912,61,4,50.72468155113588
12252,45,4,49.22046523803739
12229,63,7,68.7042410357482
12518,1,8,18.39925475885373
12173,53,17,84.13063845043658
12652,106,5,111.63947979053961
12167,64,7,71.86960212652889
12169,50,4,67.61677808659545
12392,52,6,60.33204927492607
12945,35,7,54.71239522283606
12794,114,18,126.93581099737878
12633,25,5,39.248697647753126
12193,28,3,30.296197551022196
12516,20,7,22.258263702863644
12028,10,14,39.1027255461406
12164,39,7,47.585222310078414
12421,10,5,21.90026624224071
12338,35,5,46.55538228775539
12647,112,2,97.35424941619202
12495,58,6,69.27459491227579
12364,38,15,64.23239742110358
12832,103,10,119.46420587346637
12341,98,7,101.17425885501066
12499,53,5,55.3479555373429
12656,97,1,89.43527020344476
12510,54,13,75.10930353189926
12326,110,18,131.68607599254133
12216,23,13,44.218476345223586
12300,117,18,135.16562232743107
12131,21,5,26.72677455104903
12803,68,13,90.5815502999879
12069,55,4,56.81322913046928
12251,32,17,67.84532648023664
12414,35,3,36.57285266173463
12786,110,17,125.84241001138344
12444,19,11,42.086374437782915
12875,82,4,78.43188429483298
12181,98,2,91.03316355618233
12166,115,16,141.68786023742058
12090,106,18,125.59564770139244
12713,80,8,88.82371893732193
12857,61,3,60.69740824982104
12530,108,9,118.70462857718552
12038,106,6,111.67576682741011
12125,97,10,108.61919502124447
12450,72,10,82.998126767098
12172,25,13,50.8668625201298
12652,65,17,99.17827948572281
12753,116,9,122.2635503018015
12219,72,17,97.46371942788487
12637,72,9,84.74085128833995
12057,39,9,53.29363510184806
12659,16,1,9.711452880411002
12475,0,2,5.196654001987406
12455,88,16,104.46618795618119
12828,60,1,57.87240323204223
12894,42,10,53.814286377967164
12360,103,18,128.88437402093172
12934,41,8,54.852969530996184
12000,24,11,55.86951672971786
12386,38,2,41.913749808934625
12972,34,8,53.42399404871168
12347,2,8,27.158739093469624
12189,113,17,138.14627958499722
12504,100,15,121.42844900133599
12190,107,17,124.96639445586894
12507,43,13,64.11685033799803
12368,50,19,79.3845613518207
12408,93,5,91.69470574937807
12823,101,12,124.25331688096234
12928,97,1,89.87310754599994
12933,11,5,15.520502111419455
12116,18,8,39.072667273456524
12133,100,13,120.77637738118725
12057,43,8,59.73826746300199
12555,58,11,64.16934898448802
12684,48,1,54.94335478860743
12671,60,13,77.20742628953056
12172,16,19,56.289773863963774
12828,73,3,84.31899895308516
12814,56,17,95.17666374095309
12148,54,5,53.712189372636566
12079,112,8,109.57741331498863
12885,46,14,76.55173299423964
12212,11,4,18.610279057969997
12202,61,11,74.39559279348961
12763,79,15,104.20609273469525
12228,87,19,115.4856021127028
12675,82,7,91.30662068524371
12226,7,19,44.634909039093664
12658,94,19,126.21193964164084
12531,20,11,35.527336554318055
12440,80,5,89.12231006566317
